UDI,Type,Air_temperature[K],Process_temperature[K],Rotational_speed[rpm],Torque[Nm],Tool_wear[min],Machine_failure,Power[W],strain,Temperature_difference
2449,L,299.4,308.4,1378.0,38.9,146,0,5613.42,5679.4,9.0
2450,L,302.8,312.6,1824.0,29.8,155,1,5692.06,4619.0,9.800000000000011
2451,L,303.4,312.3,1347.0,47.9,37,0,6756.65,1772.3,8.900000000000034
2452,H,296.0,306.6,1472.0,42.1,116,0,6489.61,4883.6,10.600000000000023
2453,L,302.2,310.2,1639.0,48.0,247,1,8238.51,11856.0,8.0
2454,L,300.5,310.6,1797.0,44.8,136,0,8430.53,6092.799999999999,10.100000000000023
2455,L,301.8,312.4,1499.0,22.8,183,0,3579.03,4172.400000000001,10.599999999999966
2456,L,298.9,308.8,1406.0,31.6,109,0,4652.66,3444.4,9.900000000000034
2457,L,296.5,307.6,1518.0,56.4,144,0,8965.6,8121.599999999999,11.100000000000023
2458,M,301.2,309.8,1699.0,47.7,134,0,8486.73,6391.8,8.600000000000023
2459,L,298.1,307.4,1740.0,23.7,199,0,4318.43,4716.3,9.299999999999955
2460,L,297.2,306.9,1291.0,44.6,100,0,6029.62,4460.0,9.699999999999989
2461,H,297.4,308.1,1558.0,31.6,115,0,5155.65,3634.0,10.700000000000045
2462,M,301.2,311.4,1281.0,19.0,118,0,2548.77,2242.0,10.199999999999989
2463,M,300.3,312.4,1696.0,56.4,203,0,10016.91,11449.199999999999,12.099999999999966
2464,L,301.6,310.8,1613.0,40.7,53,0,6874.76,2157.1000000000004,9.199999999999989
2465,M,301.3,309.9,1373.0,42.1,27,0,6053.15,1136.7,8.599999999999966
2466,L,299.2,310.9,1812.0,27.4,127,0,5199.21,3479.7999999999997,11.699999999999989
2467,L,299.9,308.4,1597.0,28.4,193,0,4749.54,5481.2,8.5
2468,L,299.0,309.7,1578.0,24.0,239,0,3965.95,5736.0,10.699999999999989
2469,L,299.6,308.6,1505.0,54.0,155,0,8510.57,8370.0,9.0
2470,L,298.1,306.0,1536.0,23.5,24,0,3779.96,564.0,7.899999999999977
2471,L,300.8,310.4,1469.0,56.0,90,0,8614.67,5040.0,9.599999999999966
2472,H,302.2,313.0,1405.0,30.1,98,0,4428.65,2949.8,10.800000000000011
2473,H,298.4,307.1,1758.0,27.7,206,0,5099.5,5706.2,8.700000000000045
2474,M,302.6,313.1,1449.0,39.3,176,0,5963.34,6916.799999999999,10.5
2475,L,300.2,311.0,1443.0,33.1,175,0,5001.76,5792.5,10.800000000000011
2476,M,300.5,309.2,1514.0,40.9,123,0,6484.52,5030.7,8.699999999999989
2477,L,296.6,306.4,1792.0,31.2,226,0,5854.92,7051.2,9.799999999999955
2478,M,296.4,308.0,1740.0,36.8,174,0,6705.42,6403.2,11.600000000000023
2479,L,300.3,310.9,1467.0,32.3,61,0,4962.05,1970.2999999999997,10.599999999999966
2480,M,301.6,311.3,1757.0,48.5,160,0,8923.64,7760.0,9.699999999999989
2481,L,298.7,309.1,1557.0,45.0,235,0,7337.19,10575.0,10.400000000000034
2482,M,303.3,312.7,1387.0,42.4,169,0,6158.44,7165.599999999999,9.399999999999977
2483,H,301.5,312.6,1452.0,50.4,86,0,7663.48,4334.4,11.100000000000023
2484,L,298.2,309.3,1783.0,42.5,26,0,7935.4,1105.0,11.100000000000023
2485,L,300.1,310.2,1910.0,41.7,229,0,8340.61,9549.300000000001,10.099999999999966
2486,H,305.0,315.2,1595.0,38.7,123,0,6463.98,4760.1,10.199999999999989
2487,L,297.5,306.5,1436.0,32.8,7,0,4932.38,229.59999999999997,9.0
2488,M,301.1,309.7,1515.0,32.8,189,0,5203.73,6199.2,8.599999999999966
2489,L,299.4,309.0,1401.0,41.4,115,0,6073.89,4761.0,9.600000000000023
2490,L,301.4,311.3,1427.0,50.0,165,0,7471.75,8250.0,9.900000000000034
2491,L,302.5,313.6,1410.0,45.6,114,0,6733.06,5198.400000000001,11.100000000000023
2492,L,299.2,310.1,1523.0,45.5,3,0,7256.71,136.5,10.900000000000034
2493,M,302.2,312.4,1559.0,28.9,53,0,4718.16,1531.6999999999998,10.199999999999989
2494,L,304.4,315.6,1511.0,45.1,175,0,7136.24,7892.5,11.200000000000045
2495,L,300.1,309.2,1498.0,35.9,196,0,5631.64,7036.4,9.099999999999966
2496,L,301.6,312.6,1674.0,41.7,143,0,7310.05,5963.1,11.0
2497,L,298.8,308.0,1496.0,45.4,60,0,7112.4,2724.0,9.199999999999989
2498,M,300.0,311.3,1508.0,28.4,145,0,4484.85,4118.0,11.300000000000011
2499,H,299.6,309.6,1506.0,41.5,248,1,6544.88,10292.0,10.0
2500,L,301.6,309.6,1814.0,42.3,108,0,8035.38,4568.4,8.0
2501,M,302.4,313.1,1450.0,49.8,172,0,7561.81,8565.6,10.700000000000045
2502,M,299.8,310.6,1644.0,34.8,17,0,5991.14,591.5999999999999,10.800000000000011
2503,L,303.1,312.6,1404.0,39.3,135,0,5778.14,5305.5,9.5
2504,H,303.1,312.7,1600.0,41.6,28,0,6970.15,1164.8,9.599999999999966
2505,L,301.7,311.5,1635.0,34.8,148,0,5958.34,5150.4,9.800000000000011
2506,L,299.0,307.0,1732.0,34.6,230,0,6275.56,7958.0,8.0
2507,M,298.8,306.4,1469.0,34.2,53,0,5261.1,1812.6000000000001,7.599999999999966
2508,L,298.4,309.7,1338.0,38.6,90,0,5408.44,3474.0,11.300000000000011
2509,M,301.9,311.1,1397.0,57.3,46,0,8382.62,2635.7999999999997,9.200000000000045
2510,M,297.6,309.4,1710.0,39.0,193,0,6983.76,7527.0,11.799999999999955
2511,L,301.4,312.7,1910.0,44.8,67,0,8960.66,3001.6,11.300000000000011
2512,M,297.8,309.4,1687.0,40.2,175,0,7101.82,7035.000000000001,11.599999999999966
2513,L,301.6,311.0,1312.0,36.8,203,1,5056.04,7470.4,9.399999999999977
2514,L,300.0,308.4,1681.0,39.7,79,0,6988.55,3136.3,8.399999999999977
2515,M,302.7,311.6,1369.0,47.6,88,0,6824.0,4188.8,8.900000000000034
2516,H,302.3,311.8,1475.0,39.4,150,0,6085.79,5910.0,9.5
2517,L,302.9,310.5,1571.0,38.3,16,0,6300.91,612.8,7.600000000000023
2518,L,302.9,312.4,1601.0,37.6,60,0,6303.88,2256.0,9.5
2519,M,300.3,310.1,1549.0,30.0,179,0,4866.33,5370.0,9.800000000000011
2520,M,297.7,306.4,1430.0,50.3,41,0,7532.39,2062.2999999999997,8.699999999999989
2521,M,297.9,306.9,1727.0,35.4,110,0,6402.13,3894.0,9.0
2522,L,295.8,305.6,1443.0,54.5,50,0,8235.53,2725.0,9.800000000000011
2523,L,297.8,308.2,1762.0,42.3,237,0,7805.04,10025.099999999999,10.399999999999977
2524,L,300.1,309.2,1294.0,53.9,128,0,7303.85,6899.2,9.099999999999966
2525,M,298.9,309.2,1576.0,37.9,148,0,6254.95,5609.2,10.300000000000011
2526,L,299.6,309.8,1318.0,32.6,184,0,4499.47,5998.400000000001,10.199999999999989
2527,L,301.0,311.0,1388.0,50.3,35,0,7311.16,1760.5,10.0
2528,H,299.4,308.7,1446.0,34.3,1,0,5193.87,34.3,9.300000000000011
2529,L,297.8,306.4,1810.0,52.7,22,0,9988.9,1159.4,8.599999999999966
2530,H,299.9,311.6,1772.0,45.7,187,0,8480.25,8545.9,11.700000000000045
2531,M,298.2,308.8,1694.0,54.5,231,1,9668.04,12589.5,10.600000000000023
2532,M,299.5,310.5,1543.0,30.2,186,0,4879.79,5617.2,11.0
2533,L,302.7,312.6,1571.0,49.4,193,0,8127.03,9534.199999999999,9.900000000000034
2534,L,299.5,309.3,1764.0,32.5,42,0,6003.58,1365.0,9.800000000000011
2535,M,303.5,314.0,1663.0,16.0,186,0,2786.38,2976.0,10.5
2536,M,302.9,311.0,1541.0,48.8,201,0,7875.01,9808.8,8.100000000000023
2537,M,298.8,307.7,1804.0,39.8,106,0,7518.79,4218.799999999999,8.899999999999977
2538,L,297.8,307.0,1683.0,49.5,72,0,8724.05,3564.0,9.199999999999989
2539,M,299.9,309.4,1581.0,40.8,220,1,6754.93,8976.0,9.5
2540,M,302.3,311.4,1455.0,40.1,89,0,6109.93,3568.9,9.099999999999966
2541,M,299.0,309.4,1439.0,54.8,119,0,8257.91,6521.2,10.399999999999977
2542,M,301.8,311.9,1477.0,41.1,163,0,6356.98,6699.3,10.099999999999966
2543,M,302.4,313.8,1619.0,35.2,59,0,5967.85,2076.8,11.400000000000034
2544,M,298.5,310.9,1687.0,39.0,220,0,6889.83,8580.0,12.399999999999977
2545,L,298.6,307.4,1279.0,41.5,131,0,5558.37,5436.5,8.799999999999955
2546,L,301.4,311.6,1189.0,13.34999999999999,20,0,1662.23,266.99999999999983,10.200000000000045
2547,L,300.3,310.4,1367.0,44.8,96,0,6413.21,4300.799999999999,10.099999999999966
2548,L,298.6,308.6,1465.0,53.4,222,1,8192.33,11854.8,10.0
2549,L,299.3,308.2,1752.0,39.4,118,0,7228.68,4649.2,8.899999999999977
2550,L,299.9,308.9,1487.0,35.7,219,0,5559.14,7818.3,9.0
2551,L,296.9,307.1,1583.0,43.8,99,0,7260.79,4336.2,10.200000000000045
2552,L,301.5,310.6,1612.0,57.3,96,0,9672.71,5500.799999999999,9.100000000000023
2553,M,299.0,309.2,1354.0,44.6,3,0,6323.86,133.8,10.199999999999989
2554,H,294.4000000000001,304.2,1799.0,42.0,131,0,7912.42,5502.0,9.799999999999898
2555,L,300.0,310.1,1418.0,36.0,160,0,5345.73,5760.0,10.100000000000023
2556,H,298.5,307.6,1817.0,29.2,141,0,5556.05,4117.2,9.100000000000023
2557,L,303.4,313.5,1515.0,40.1,239,0,6361.88,9583.9,10.100000000000023
2558,L,298.8,307.9,1477.0,40.3,136,0,6233.24,5480.799999999999,9.099999999999966
2559,L,297.8,308.0,1339.0,20.7,87,0,2902.55,1800.8999999999999,10.199999999999989
2560,L,301.0,312.4,1573.0,32.7,63,0,5386.48,2060.1000000000004,11.399999999999977
2561,M,298.7,308.9,1941.0,51.4,189,0,10447.62,9714.6,10.199999999999989
2562,M,298.4,308.8,1612.0,37.3,88,0,6296.55,3282.3999999999996,10.400000000000034
2563,L,301.0,311.8,1586.0,15.4,134,0,2557.72,2063.6,10.800000000000011
2564,L,297.9,306.5,1418.0,55.8,237,1,8285.89,13224.599999999999,8.600000000000023
2565,L,297.1,308.8,1643.0,31.0,219,0,5333.69,6789.0,11.699999999999989
2566,L,303.5,312.4,1566.0,35.2,4,0,5772.49,140.8,8.899999999999977
2567,L,301.2,312.0,1526.0,50.5,109,0,8070.02,5504.5,10.800000000000011
2568,L,299.5,310.2,1626.0,32.5,12,0,5533.92,390.0,10.699999999999989
2569,M,300.0,309.1,1212.0,20.3,246,0,2576.48,4993.8,9.100000000000023
2570,H,301.0,312.0,1520.0,42.1,129,0,6701.23,5430.900000000001,11.0
2571,L,301.9,312.4,1323.0,47.8,249,1,6622.41,11902.199999999999,10.5
2572,H,298.5,310.4,1543.0,35.2,246,0,5687.71,8659.2,11.899999999999977
2573,L,300.7,310.9,1408.0,38.7,83,0,5706.14,3212.1000000000004,10.199999999999989
2574,L,299.0,308.9,1420.0,28.1,139,0,4178.53,3905.9,9.899999999999977
2575,L,299.6,309.1,1299.0,30.0,116,0,4080.93,3480.0,9.5
2576,M,300.3,308.6,1737.0,36.7,90,0,6675.66,3303.0000000000005,8.300000000000011
2577,H,300.0,309.7,1416.0,46.4,6,0,6880.34,278.4,9.699999999999989
2578,M,301.5,311.2,1426.0,40.9,161,0,6107.61,6584.9,9.699999999999989
2579,L,301.0,311.2,1811.0,50.1,148,0,9501.34,7414.8,10.199999999999989
2580,M,297.0,305.6,1639.0,56.4,187,0,9680.25,10546.8,8.600000000000023
2581,L,297.3,307.0,1173.0,48.7,81,0,5982.13,3944.7000000000003,9.699999999999989
2582,M,299.3,309.8,1785.0,24.1,137,0,4504.89,3301.7000000000003,10.5
2583,L,303.7,314.3,1832.0,37.1,165,0,7117.51,6121.5,10.600000000000023
2584,L,298.3,306.4,1816.0,48.6,185,0,9242.31,8991.0,8.099999999999966
2585,L,299.6,310.3,1657.0,38.7,55,0,6715.25,2128.5,10.699999999999989
2586,M,298.9,308.7,1340.0,23.8,230,1,3339.72,5474.0,9.800000000000011
2587,L,298.9,308.7,1529.0,34.4,171,0,5508.01,5882.4,9.800000000000011
2588,M,300.4,308.0,1278.0,17.3,212,1,2315.29,3667.6000000000004,7.600000000000023
2589,L,302.8,314.3,1382.0,37.1,207,0,5369.21,7679.700000000001,11.5
2590,M,300.9,311.1,1339.0,33.1,114,0,4641.27,3773.4,10.200000000000045
2591,M,298.4,306.9,1425.0,36.3,191,0,5416.89,6933.299999999999,8.5
2592,M,305.5,315.9,1567.0,51.7,147,0,8483.76,7599.900000000001,10.399999999999977
2593,L,300.2,310.5,1458.0,26.6,49,0,4061.33,1303.4,10.300000000000011
2594,L,298.8,310.1,1450.0,32.7,53,0,4965.29,1733.1000000000001,11.300000000000011
2595,L,302.8,312.5,1485.0,28.5,173,0,4432.0,4930.5,9.699999999999989
2596,M,299.1,309.1,1806.0,50.6,238,1,9569.67,12042.800000000001,10.0
2597,L,303.3,312.7,1925.0,51.2,39,0,10321.18,1996.8000000000002,9.399999999999977
2598,L,298.3,308.9,1457.0,43.5,151,0,6637.09,6568.5,10.599999999999966
2599,L,302.9,312.1,1598.0,43.0,238,1,7195.71,10234.0,9.200000000000045
2600,L,300.4,309.5,1387.0,27.9,248,0,4052.37,6919.2,9.100000000000023
2601,M,302.6,312.5,1675.0,41.9,84,0,7349.49,3519.6,9.899999999999977
2602,L,303.8,312.6,1452.0,28.7,107,0,4363.92,3070.9,8.800000000000011
2603,M,297.7,309.3,1410.0,40.3,57,0,5950.49,2297.1,11.600000000000023
2604,L,302.6,314.5,1896.0,36.5,30,0,7247.03,1095.0,11.899999999999977
2605,L,297.2,306.7,1295.0,34.0,117,0,4610.81,3978.0,9.5
2606,L,297.9,306.5,1098.0,40.2,177,0,4622.29,7115.400000000001,8.600000000000023
2607,L,298.4,308.7,1669.0,46.6,137,0,8144.62,6384.2,10.300000000000011
2608,L,301.0,310.5,1472.0,57.6,83,0,8878.89,4780.8,9.5
2609,M,300.1,311.2,1422.0,45.4,13,0,6760.58,590.1999999999999,11.099999999999966
2610,L,299.7,308.9,2026.0,62.6,18,0,13281.36,1126.8,9.199999999999989
2611,M,300.3,310.8,1668.0,41.9,29,0,7318.78,1215.1,10.5
2612,L,301.2,311.3,1527.0,57.7,56,0,9226.64,3231.2000000000003,10.100000000000023
2613,L,301.3,310.7,1411.0,44.2,15,0,6530.97,663.0,9.399999999999977
2614,M,302.2,312.4,1617.0,42.3,21,0,7162.74,888.3,10.199999999999989
2615,L,303.6,314.5,1227.0,38.2,53,0,4908.36,2024.6000000000001,10.899999999999977
2616,L,300.0,310.0,1445.0,42.9,83,0,6491.63,3560.7,10.0
2617,L,299.0,309.1,1531.0,44.2,69,0,7086.41,3049.8,10.100000000000023
2618,L,301.2,310.4,1576.0,25.8,108,0,4257.99,2786.4,9.199999999999989
2619,M,297.7,308.9,1512.0,46.9,170,0,7425.97,7973.0,11.199999999999989
2620,L,298.6,309.7,1413.0,25.1,224,1,3714.02,5622.400000000001,11.099999999999966
2621,M,302.0,311.6,1702.0,46.9,232,0,8359.13,10880.8,9.600000000000023
2622,M,299.8,309.6,1242.0,45.9,146,0,5969.84,6701.4,9.800000000000011
2623,L,297.6,309.0,1488.0,54.1,4,0,8430.02,216.4,11.399999999999977
2624,H,297.0,305.9,1445.0,31.3,70,0,4736.32,2191.0,8.899999999999977
2625,L,300.1,310.7,1719.0,30.1,225,0,5418.4,6772.5,10.599999999999966
2626,H,302.3,311.7,1455.0,50.9,19,0,7755.49,967.1,9.399999999999977
2627,L,302.3,314.0,1616.0,29.2,142,0,4941.43,4146.4,11.699999999999989
2628,M,300.2,310.3,1597.0,28.2,37,0,4716.1,1043.3999999999999,10.100000000000023
2629,L,304.0,315.3,1209.0,42.0,128,0,5317.46,5376.0,11.300000000000011
2630,L,299.8,309.0,1526.0,39.4,117,0,6296.21,4609.8,9.199999999999989
2631,M,299.7,308.5,1226.0,41.4,4,0,5315.2,165.6,8.800000000000011
2632,M,294.9,304.6,1600.0,45.3,225,0,7590.09,10192.5,9.700000000000045
2633,L,299.1,309.4,1407.0,45.3,181,0,6674.53,8199.3,10.299999999999955
2634,L,301.7,311.2,1750.0,39.1,84,0,7165.45,3284.4,9.5
2635,M,303.1,313.9,1505.0,40.4,60,0,6367.17,2424.0,10.799999999999955
2636,M,298.3,308.1,1400.0,39.2,77,0,5747.02,3018.4,9.800000000000011
2637,H,300.9,308.8,1752.0,40.3,144,0,7393.8,5803.2,7.900000000000034
2638,M,302.1,312.6,1381.0,26.1,124,0,3774.53,3236.4,10.5
2639,H,300.0,309.1,1698.0,47.4,125,0,8428.39,5925.0,9.100000000000023
2640,M,295.4,305.1,1621.0,50.3,75,0,8538.46,3772.5,9.700000000000045
2641,L,300.5,312.0,1472.0,46.2,26,0,7121.61,1201.2,11.5
2642,L,301.5,313.3,1298.0,45.5,197,0,6184.64,8963.5,11.800000000000011
2643,M,298.1,307.5,1760.0,30.0,102,0,5529.2,3060.0,9.399999999999977
2644,M,299.5,310.1,1627.0,25.8,239,1,4395.78,6166.2,10.600000000000023
2645,L,297.7,307.1,1399.0,48.2,24,0,7061.44,1156.8000000000002,9.400000000000034
2646,L,294.9,304.6,1581.0,40.2,90,0,6655.59,3618.0000000000005,9.700000000000045
2647,H,302.1,311.4,1718.0,41.6,172,0,7484.2,7155.2,9.299999999999955
2648,L,300.0,308.3,1558.0,42.0,129,0,6852.44,5418.0,8.300000000000011
2649,L,303.2,313.3,1580.0,42.5,149,0,7031.93,6332.5,10.100000000000023
2650,L,301.7,312.0,1722.0,46.3,95,0,8349.16,4398.5,10.300000000000011
2651,L,299.3,308.6,1813.0,38.9,53,0,7385.43,2061.7,9.300000000000011
2652,L,299.8,310.9,1516.0,20.9,144,0,3317.98,3009.6,11.099999999999966
2653,L,301.1,310.7,1298.0,46.8,188,0,6361.35,8798.4,9.599999999999966
2654,L,301.9,311.3,1304.0,45.7,247,1,6240.54,11287.900000000001,9.400000000000034
2655,M,300.6,311.2,1414.0,27.0,228,0,3997.99,6156.0,10.599999999999966
2656,L,302.2,310.7,1370.0,28.3,65,1,4060.09,1839.5,8.5
2657,M,299.4,310.3,1236.0,48.7,244,0,6303.42,11882.800000000001,10.900000000000034
2658,M,298.0,307.6,1868.0,51.0,243,1,9976.44,12393.0,9.600000000000023
2659,L,299.9,310.9,1632.0,13.4,118,0,2290.1,1581.2,11.0
2660,M,300.4,311.7,1444.0,44.3,153,0,6698.84,6777.9,11.300000000000011
2661,L,297.6,308.2,1532.0,37.7,183,0,6048.24,6899.1,10.599999999999966
2662,M,297.3,306.5,1218.0,40.6,160,0,5178.48,6496.0,9.199999999999989
2663,L,300.9,309.6,1745.0,41.2,0,0,7528.72,0.0,8.700000000000045
2664,M,299.2,307.8,1189.0,32.3,39,1,4021.73,1259.6999999999998,8.600000000000023
2665,M,299.7,310.8,1629.0,46.4,170,0,7915.31,7888.0,11.100000000000023
2666,L,299.3,309.1,1208.0,33.0,43,0,4174.55,1419.0,9.800000000000011
2667,L,303.0,312.4,1463.0,47.3,189,0,7246.6,8939.699999999999,9.399999999999977
2668,M,302.5,312.4,1760.0,49.6,35,0,9141.62,1736.0,9.899999999999977
2669,M,297.5,308.6,1245.0,31.2,183,0,4067.73,5709.599999999999,11.100000000000023
2670,L,298.9,309.7,1511.0,31.5,166,0,4984.29,5229.0,10.800000000000011
2671,M,301.7,312.1,1650.0,41.0,216,0,7084.29,8856.0,10.400000000000034
2672,L,301.2,311.8,1621.0,54.9,140,0,9319.31,7686.0,10.600000000000023
2673,M,299.9,310.1,1550.0,34.0,38,0,5518.73,1292.0,10.200000000000045
2674,L,297.7,308.0,1626.0,35.9,125,0,6112.85,4487.5,10.300000000000011
2675,M,298.6,308.9,1428.0,43.1,227,0,6445.17,9783.7,10.299999999999955
2676,L,299.0,309.0,1883.0,46.4,11,0,9149.49,510.4,10.0
2677,L,300.6,311.3,1249.0,45.1,20,0,5898.85,902.0,10.699999999999989
2678,L,303.4,313.8,1746.0,40.2,86,0,7350.2,3457.2000000000003,10.400000000000034
2679,L,298.6,307.7,1571.0,36.9,145,0,6070.59,5350.5,9.099999999999966
2680,L,297.9,308.5,1648.0,43.2,12,0,7455.38,518.4000000000001,10.600000000000023
2681,L,299.8,310.0,1680.0,13.34999999999999,18,0,2348.65,240.29999999999984,10.199999999999989
2682,M,302.1,312.7,1637.0,58.5,162,0,10028.43,9477.0,10.599999999999966
2683,L,297.1,307.0,1392.0,38.0,45,0,5539.26,1710.0,9.899999999999977
2684,L,302.9,313.7,1486.0,41.7,111,0,6489.09,4628.700000000001,10.800000000000011
2685,L,299.7,309.6,1278.0,60.8,184,1,8136.98,11187.199999999999,9.900000000000034
2686,L,298.5,309.3,1484.0,32.5,161,0,5050.63,5232.5,10.800000000000011
2687,L,296.8,306.3,1595.0,63.1,243,1,10539.47,15333.300000000001,9.5
2688,L,301.4,311.0,1646.0,47.3,189,0,8153.04,8939.699999999999,9.600000000000023
2689,L,299.7,310.3,1608.0,44.3,55,0,7459.65,2436.5,10.600000000000023
2690,L,300.3,310.0,1223.0,46.3,128,0,5929.75,5926.4,9.699999999999989
2691,L,298.2,310.4,1437.0,31.5,184,0,4740.19,5796.0,12.199999999999989
2692,L,299.4,309.9,1419.0,23.5,109,0,3492.04,2561.5,10.5
2693,L,299.0,309.1,1303.0,28.1,85,0,3834.24,2388.5,10.100000000000023
2694,L,299.8,310.6,1388.0,50.7,155,0,7369.3,7858.5,10.800000000000011
2695,H,298.7,308.2,1538.0,30.6,131,0,4928.4,4008.6000000000004,9.5
2696,L,296.9,307.9,1791.0,23.4,228,1,4388.74,5335.2,11.0
2697,M,305.5,316.25000000000006,1367.0,39.1,198,0,5597.24,7741.8,10.750000000000057
2698,L,297.3,308.5,1335.0,45.6,74,0,6374.92,3374.4,11.199999999999989
2699,M,300.4,309.9,1430.0,40.3,203,0,6034.89,8180.9,9.5
2700,M,296.5,305.2,1598.0,45.9,167,0,7681.01,7665.3,8.699999999999989
2701,L,296.0,305.4,1757.0,51.4,52,0,9457.22,2672.7999999999997,9.399999999999977
2702,H,300.2,309.9,1522.0,45.6,38,0,7267.89,1732.8,9.699999999999989
2703,L,300.3,312.0,1279.0,38.4,34,0,5143.16,1305.6,11.699999999999989
2704,L,302.5,314.7,1317.0,34.5,225,0,4758.1,7762.5,12.199999999999989
2705,M,300.8,311.1,1571.0,47.6,81,0,7830.9,3855.6,10.300000000000011
2706,M,299.7,309.7,1716.0,42.6,137,0,7655.18,5836.2,10.0
2707,L,298.1,307.8,1863.0,31.3,50,0,6106.41,1565.0,9.699999999999989
2708,L,303.0,313.8,1326.0,52.9,117,0,7345.61,6189.3,10.800000000000011
2709,L,301.9,314.0,1563.0,42.5,191,0,6956.27,8117.5,12.100000000000023
2710,L,297.5,309.3,1353.0,46.4,206,1,6574.22,9558.4,11.800000000000011
2711,M,300.1,311.2,1377.0,36.0,58,0,5191.17,2088.0,11.099999999999966
2712,L,300.3,311.4,1361.0,51.2,25,0,7297.21,1280.0,11.099999999999966
2713,L,299.3,310.1,1478.0,24.1,112,0,3730.1,2699.2000000000003,10.800000000000011
2714,L,301.5,311.5,1380.0,56.6,114,0,8179.45,6452.400000000001,10.0
2715,L,301.7,310.9,1981.0,20.6,2,0,4273.47,41.2,9.199999999999989
2716,L,299.6,309.6,1455.0,26.2,76,0,3992.02,1991.2,10.0
2717,M,299.4,309.9,1714.0,42.4,97,0,7610.36,4112.8,10.5
2718,H,303.0,311.5,1419.0,34.6,238,0,5141.47,8234.800000000001,8.5
2719,M,301.9,311.7,1937.0,36.6,16,0,7424.02,585.6,9.800000000000011
2720,L,300.1,309.3,1598.0,34.6,64,0,5790.04,2214.4,9.199999999999989
2721,M,296.7,307.8,1687.0,32.1,205,0,5670.86,6580.5,11.100000000000023
2722,M,300.7,310.1,1432.0,43.1,0,0,6463.22,0.0,9.400000000000034
2723,M,301.4,311.7,1712.0,39.4,87,0,7063.64,3427.7999999999997,10.300000000000011
2724,L,294.5,303.85,1597.0,48.7,117,0,8144.46,5697.900000000001,9.350000000000023
2725,L,300.5,312.1,1470.0,40.7,56,0,6265.28,2279.2000000000003,11.600000000000023
2726,L,299.2,307.5,1344.0,35.7,123,1,5024.54,4391.1,8.300000000000011
2727,L,299.6,310.0,1495.0,47.6,10,0,7452.07,476.0,10.399999999999977
2728,L,298.2,306.9,1480.0,21.7,66,0,3363.18,1432.2,8.699999999999989
2729,L,299.7,309.2,1693.0,14.2,204,0,2517.53,2896.7999999999997,9.5
2730,L,302.8,313.0,1496.0,24.1,54,0,3775.52,1301.4,10.199999999999989
2731,M,299.1,309.4,1194.0,36.5,85,0,4563.79,3102.5,10.299999999999955
2732,L,301.9,312.2,1653.0,43.8,40,0,7581.86,1752.0,10.300000000000011
2733,L,298.4,308.5,1769.0,13.34999999999999,238,0,2473.08,3177.299999999998,10.100000000000023
2734,H,301.5,310.9,1239.0,39.8,104,0,5163.96,4139.2,9.399999999999977
2735,H,300.0,309.8,1861.0,36.4,186,0,7093.76,6770.4,9.800000000000011
2736,M,300.7,310.7,1788.0,41.3,29,0,7732.97,1197.6999999999998,10.0
2737,H,300.0,310.2,1425.0,20.9,24,0,3118.82,501.59999999999997,10.199999999999989
2738,L,301.3,311.2,1338.0,65.9,198,1,9233.58,13048.2,9.899999999999977
2739,H,294.9,305.6,1726.0,40.2,63,0,7266.0,2532.6000000000004,10.700000000000045
2740,L,297.2,307.3,1292.0,27.8,216,0,3761.28,6004.8,10.100000000000023
2741,L,300.8,311.0,1418.0,41.2,102,0,6117.9,4202.400000000001,10.199999999999989
2742,L,295.9,305.5,1302.0,54.8,152,0,7471.71,8329.6,9.600000000000023
2743,L,298.9,307.9,1539.0,27.1,193,0,4367.54,5230.3,9.0
2744,L,299.9,310.0,1800.0,25.0,161,0,4712.39,4025.0,10.100000000000023
2745,M,298.3,309.6,1605.0,38.7,182,0,6504.51,7043.400000000001,11.300000000000011
2746,M,298.6,309.1,1720.0,39.6,185,0,7132.67,7326.0,10.5
2747,L,300.5,309.7,1475.0,47.0,85,0,7259.7,3995.0,9.199999999999989
2748,L,302.0,312.8,1555.0,54.6,181,0,8891.02,9882.6,10.800000000000011
2749,M,298.1,307.7,1318.0,47.7,116,0,6583.58,5533.200000000001,9.599999999999966
2750,M,298.8,309.6,1520.0,26.1,128,0,4154.44,3340.8,10.800000000000011
2751,L,298.5,308.2,1404.0,29.2,246,0,4293.17,7183.2,9.699999999999989
2752,M,295.2,305.5,1509.0,31.9,145,0,5040.91,4625.5,10.300000000000011
2753,L,300.3,309.8,1497.0,47.6,15,0,7462.04,714.0,9.5
2754,L,301.9,311.4,1481.0,45.9,183,0,7118.63,8399.699999999999,9.5
2755,H,302.0,310.5,1915.0,52.5,201,0,10528.26,10552.5,8.5
2756,L,298.3,308.8,1854.0,45.5,158,0,8833.84,7189.0,10.5
2757,L,297.5,307.9,1791.0,33.7,246,0,6320.54,8290.2,10.399999999999977
2758,M,300.0,310.5,1859.0,37.9,47,0,7378.15,1781.3,10.5
2759,M,301.7,311.9,1792.0,25.3,123,0,4747.74,3111.9,10.199999999999989
2760,L,300.3,309.5,1533.0,46.2,76,0,7416.73,3511.2000000000003,9.199999999999989
2761,L,300.6,311.5,1515.0,33.7,161,0,5346.52,5425.700000000001,10.899999999999977
2762,L,302.3,313.3,1580.0,52.1,161,0,8620.32,8388.1,11.0
2763,M,298.5,307.7,1500.0,45.9,233,0,7209.96,10694.699999999999,9.199999999999989
